,week,position,name,analyst,error
555,6,K,Greg Zuerlein,Andy Behrens_error,
556,6,K,Dustin Hopkins,Andy Behrens_error,
557,6,K,Joey Slye,Andy Behrens_error,
558,7,K,Younghoe Koo,Andy Behrens_error,24.0
559,7,K,Justin Tucker,Andy Behrens_error,3.0
560,7,K,Ka'imi Fairbairn,Andy Behrens_error,3.0
561,7,K,Austin Seibert,Andy Behrens_error,4.0
562,7,K,Evan McPherson,Andy Behrens_error,18.0
563,7,K,Will Reichard,Andy Behrens_error,2.0
564,7,K,Chase McLaughlin,Andy Behrens_error,8.0
565,7,K,Harrison Butker,Andy Behrens_error,18.0
566,7,K,Jake Elliott,Andy Behrens_error,9.0
567,7,K,Cameron Dicker,Andy Behrens_error,10.0
568,7,K,Jake Bates,Andy Behrens_error,3.0
569,7,K,Jason Myers,Andy Behrens_error,
570,7,K,Tyler Bass,Andy Behrens_error,
571,7,K,Matt Gay,Andy Behrens_error,
572,7,K,Blake Grupe,Andy Behrens_error,7.0
573,7,K,Chris Boswell,Andy Behrens_error,
574,7,K,Wil Lutz,Andy Behrens_error,
575,7,K,Joshua Karty,Andy Behrens_error,
576,7,K,Jason Sanders,Andy Behrens_error,
577,7,K,Greg Joseph,Andy Behrens_error,
578,7,K,Dustin Hopkins,Andy Behrens_error,
579,7,K,Cam Little,Andy Behrens_error,
580,7,K,Brandon McManus,Andy Behrens_error,
581,7,K,Anders Carlson,Andy Behrens_error,
582,7,K,Eddy Pineiro,Andy Behrens_error,
583,7,K,Greg Zuerlein,Andy Behrens_error,
584,7,K,Nick Folk,Andy Behrens_error,
585,7,K,Daniel Carlson,Andy Behrens_error,
586,7,K,Joey Slye,Andy Behrens_error,
587,7,K,Chad Ryland,Andy Behrens_error,
588,8,K,Will Reichard,Andy Behrens_error,16.0
589,8,K,Justin Tucker,Andy Behrens_error,17.0
590,8,K,Ka'imi Fairbairn,Andy Behrens_error,4.0
591,8,K,Brandon Aubrey,Andy Behrens_error,21.0
592,8,K,Younghoe Koo,Andy Behrens_error,16.0
593,8,K,Harrison Butker,Andy Behrens_error,2.0
594,8,K,Austin Seibert,Andy Behrens_error,2.0
595,8,K,Evan McPherson,Andy Behrens_error,18.0
596,8,K,Chase McLaughlin,Andy Behrens_error,9.0
597,8,K,Wil Lutz,Andy Behrens_error,
598,8,K,Cameron Dicker,Andy Behrens_error,
599,8,K,Jake Bates,Andy Behrens_error,
600,8,K,Chris Boswell,Andy Behrens_error,8.0
601,8,K,Brandon McManus,Andy Behrens_error,4.0
602,8,K,Jason Myers,Andy Behrens_error,
603,8,K,Jake Elliott,Andy Behrens_error,10.0
604,8,K,Tyler Bass,Andy Behrens_error,
605,8,K,Cairo Santos,Andy Behrens_error,
606,8,K,Joshua Karty,Andy Behrens_error,
607,8,K,Matt Gay,Andy Behrens_error,
608,8,K,Jason Sanders,Andy Behrens_error,
609,8,K,Anders Carlson,Andy Behrens_error,
610,8,K,Chad Ryland,Andy Behrens_error,
611,8,K,Cam Little,Andy Behrens_error,
612,8,K,Daniel Carlson,Andy Behrens_error,
613,8,K,Blake Grupe,Andy Behrens_error,
614,8,K,Dustin Hopkins,Andy Behrens_error,
615,8,K,Joey Slye,Andy Behrens_error,
616,8,K,Greg Zuerlein,Andy Behrens_error,
617,8,K,Nick Folk,Andy Behrens_error,
618,8,K,Eddy Pineiro,Andy Behrens_error,
619,8,K,Greg Joseph,Andy Behrens_error,
620,9,K,Brandon Aubrey,Andy Behrens_error,6.0
621,9,K,Will Reichard,Andy Behrens_error,24.0
622,9,K,Younghoe Koo,Andy Behrens_error,21.0
623,9,K,Austin Seibert,Andy Behrens_error,3.0
624,9,K,Justin Tucker,Andy Behrens_error,2.0
625,9,K,Harrison Butker,Andy Behrens_error,11.0
626,9,K,Ka'imi Fairbairn,Andy Behrens_error,0.0
627,9,K,Cameron Dicker,Andy Behrens_error,19.0
628,9,K,Evan McPherson,Andy Behrens_error,6.0
629,9,K,Brandon McManus,Andy Behrens_error,6.0
630,9,K,Jake Elliott,Andy Behrens_error,11.0
631,9,K,Tyler Bass,Andy Behrens_error,
632,9,K,Jake Bates,Andy Behrens_error,
633,9,K,Chase McLaughlin,Andy Behrens_error,3.0
634,9,K,Jason Myers,Andy Behrens_error,
635,9,K,Blake Grupe,Andy Behrens_error,
636,9,K,Wil Lutz,Andy Behrens_error,
637,9,K,Cairo Santos,Andy Behrens_error,
638,9,K,Chad Ryland,Andy Behrens_error,
639,9,K,Jason Sanders,Andy Behrens_error,
640,9,K,Matt Gay,Andy Behrens_error,
641,9,K,Joshua Karty,Andy Behrens_error,
642,9,K,Dustin Hopkins,Andy Behrens_error,
643,9,K,Cam Little,Andy Behrens_error,
644,9,K,Daniel Carlson,Andy Behrens_error,
645,9,K,Joey Slye,Andy Behrens_error,
646,9,K,Riley Patterson,Andy Behrens_error,
647,9,K,Eddy Pineiro,Andy Behrens_error,
648,9,K,Nick Folk,Andy Behrens_error,
649,9,K,Jude McAtamney,Andy Behrens_error,
650,10,K,Younghoe Koo,Andy Behrens_error,20.0
651,10,K,Justin Tucker,Andy Behrens_error,21.0
652,10,K,Cameron Dicker,Andy Behrens_error,11.0
653,10,K,Tyler Bass,Andy Behrens_error,3.0
654,10,K,Chris Boswell,Andy Behrens_error,14.0
655,10,K,Harrison Butker,Andy Behrens_error,7.0
656,10,K,Ka'imi Fairbairn,Andy Behrens_error,5.0
657,10,K,Brandon Aubrey,Andy Behrens_error,12.0
658,10,K,Jake Elliott,Andy Behrens_error,
659,10,K,Jake Bates,Andy Behrens_error,
660,10,K,Jason Sanders,Andy Behrens_error,9.0
661,10,K,Evan McPherson,Andy Behrens_error,13.0
662,10,K,Jake Moody,Andy Behrens_error,0.0
663,10,K,Joshua Karty,Andy Behrens_error,11.0
664,10,K,Matt Gay,Andy Behrens_error,
665,10,K,Blake Grupe,Andy Behrens_error,
666,10,K,Chad Ryland,Andy Behrens_error,
667,10,K,Chase McLaughlin,Andy Behrens_error,
668,10,K,Wil Lutz,Andy Behrens_error,
669,10,K,Zane Gonzalez,Andy Behrens_error,
670,10,K,Cairo Santos,Andy Behrens_error,
671,10,K,Cam Little,Andy Behrens_error,
672,10,K,Joey Slye,Andy Behrens_error,
673,10,K,Nick Folk,Andy Behrens_error,
674,10,K,Spencer Shrader,Andy Behrens_error,
675,10,K,Eddy Pineiro,Andy Behrens_error,
676,11,K,Ka'imi Fairbairn,Andy Behrens_error,8.0
677,11,K,Jake Bates,Andy Behrens_error,0.0
678,11,K,Cameron Dicker,Andy Behrens_error,1.0
679,11,K,Chris Boswell,Andy Behrens_error,6.0
680,11,K,Justin Tucker,Andy Behrens_error,14.0
681,11,K,Jake Moody,Andy Behrens_error,17.0
682,11,K,Tyler Bass,Andy Behrens_error,9.0
683,11,K,Younghoe Koo,Andy Behrens_error,4.0
684,11,K,Jason Sanders,Andy Behrens_error,
685,11,K,Jake Elliott,Andy Behrens_error,
686,11,K,Brandon McManus,Andy Behrens_error,
687,11,K,Wil Lutz,Andy Behrens_error,2.0
688,11,K,Joshua Karty,Andy Behrens_error,17.0
689,11,K,Brandon Aubrey,Andy Behrens_error,8.0
690,11,K,Evan McPherson,Andy Behrens_error,
691,11,K,Zane Gonzalez,Andy Behrens_error,11.0
692,11,K,Blake Grupe,Andy Behrens_error,
693,11,K,Dustin Hopkins,Andy Behrens_error,
694,11,K,Matt Gay,Andy Behrens_error,
695,11,K,Jason Myers,Andy Behrens_error,
696,11,K,Spencer Shrader,Andy Behrens_error,
697,11,K,Cairo Santos,Andy Behrens_error,
698,11,K,Daniel Carlson,Andy Behrens_error,
699,11,K,Joey Slye,Andy Behrens_error,
700,11,K,Cam Little,Andy Behrens_error,
701,11,K,Anders Carlson,Andy Behrens_error,
702,11,K,Nick Folk,Andy Behrens_error,
703,12,K,Jake Bates,Andy Behrens_error,12.0
704,12,K,Ka'imi Fairbairn,Andy Behrens_error,9.0
705,12,K,Cameron Dicker,Andy Behrens_error,2.0
706,12,K,Jason Sanders,Andy Behrens_error,0.0
707,12,K,Wil Lutz,Andy Behrens_error,4.0
708,12,K,Justin Tucker,Andy Behrens_error,11.0
709,12,K,Chris Boswell,Andy Behrens_error,4.0
710,12,K,Chase McLaughlin,Andy Behrens_error,14.0
711,12,K,Jake Moody,Andy Behrens_error,
712,12,K,Brandon Aubrey,Andy Behrens_error,2.0
713,12,K,Spencer Shrader,Andy Behrens_error,7.0
714,12,K,Jake Elliott,Andy Behrens_error,
715,12,K,Chad Ryland,Andy Behrens_error,8.0
716,12,K,Austin Seibert,Andy Behrens_error,5.0
717,12,K,Brandon McManus,Andy Behrens_error,
718,12,K,Matt Gay,Andy Behrens_error,
719,12,K,Joshua Karty,Andy Behrens_error,
720,12,K,Jason Myers,Andy Behrens_error,
721,12,K,Joey Slye,Andy Behrens_error,
722,12,K,Daniel Carlson,Andy Behrens_error,
723,12,K,Dustin Hopkins,Andy Behrens_error,
724,12,K,Cairo Santos,Andy Behrens_error,
725,12,K,Graham Gano,Andy Behrens_error,
726,12,K,Nick Folk,Andy Behrens_error,
727,12,K,Eddy Pineiro,Andy Behrens_error,
728,13,K,Cameron Dicker,Andy Behrens_error,7.0
729,13,K,Jake Bates,Andy Behrens_error,3.0
730,13,K,Ka'imi Fairbairn,Andy Behrens_error,2.0
731,13,K,Chris Boswell,Andy Behrens_error,0.0
732,13,K,Chase McLaughlin,Andy Behrens_error,5.0
733,13,K,Brandon Aubrey,Andy Behrens_error,13.0
734,13,K,Wil Lutz,Andy Behrens_error,8.0
735,13,K,Justin Tucker,Andy Behrens_error,10.0
736,13,K,Jake Elliott,Andy Behrens_error,12.0
737,13,K,Tyler Bass,Andy Behrens_error,
738,13,K,Brandon McManus,Andy Behrens_error,
739,13,K,Jason Sanders,Andy Behrens_error,
740,13,K,Chad Ryland,Andy Behrens_error,
741,13,K,Younghoe Koo,Andy Behrens_error,7.0
742,13,K,Joshua Karty,Andy Behrens_error,
743,13,K,Evan McPherson,Andy Behrens_error,
744,13,K,Jason Myers,Andy Behrens_error,
745,13,K,Matt Gay,Andy Behrens_error,
746,13,K,Zane Gonzalez,Andy Behrens_error,11.0
747,13,K,Jake Moody,Andy Behrens_error,
748,13,K,Blake Grupe,Andy Behrens_error,
749,13,K,Matthew Wright,Andy Behrens_error,
750,13,K,Joey Slye,Andy Behrens_error,
751,13,K,Nick Folk,Andy Behrens_error,
752,13,K,Cairo Santos,Andy Behrens_error,
753,13,K,Dustin Hopkins,Andy Behrens_error,
754,13,K,Eddy Pineiro,Andy Behrens_error,
755,13,K,Daniel Carlson,Andy Behrens_error,
756,13,K,Cam Little,Andy Behrens_error,
757,13,K,Graham Gano,Andy Behrens_error,
758,1,K,Evan McPherson,Scott Pianowski_error,22.0
759,1,K,Harrison Butker,Scott Pianowski_error,13.0
760,1,K,Justin Tucker,Scott Pianowski_error,17.0
761,1,K,Ka'imi Fairbairn,Scott Pianowski_error,1.0
762,1,K,Jake Elliott,Scott Pianowski_error,5.0
763,1,K,Tyler Bass,Scott Pianowski_error,4.0
764,1,K,Brandon Aubrey,Scott Pianowski_error,1.0
765,1,K,Jason Sanders,Scott Pianowski_error,3.0
766,1,K,Younghoe Koo,Scott Pianowski_error,18.0
767,1,K,Jake Moody,Scott Pianowski_error,9.0
768,1,K,Cairo Santos,Scott Pianowski_error,4.0
769,1,K,Jason Myers,Scott Pianowski_error,
770,1,K,Jake Bates,Scott Pianowski_error,
771,1,K,Cameron Dicker,Scott Pianowski_error,
772,1,K,Blake Grupe,Scott Pianowski_error,
773,1,K,Dustin Hopkins,Scott Pianowski_error,
774,1,K,Chase McLaughlin,Scott Pianowski_error,
775,1,K,Daniel Carlson,Scott Pianowski_error,
776,1,K,Chris Boswell,Scott Pianowski_error,
777,1,K,Greg Zuerlein,Scott Pianowski_error,
778,1,K,Joshua Karty,Scott Pianowski_error,4.0
779,1,K,Matt Prater,Scott Pianowski_error,
780,1,K,Graham Gano,Scott Pianowski_error,
781,1,K,Will Reichard,Scott Pianowski_error,
782,1,K,Eddy Pineiro,Scott Pianowski_error,
783,1,K,Cam Little,Scott Pianowski_error,
784,1,K,Wil Lutz,Scott Pianowski_error,
785,1,K,Joey Slye,Scott Pianowski_error,
786,1,K,Brayden Narveson,Scott Pianowski_error,
787,1,K,Nick Folk,Scott Pianowski_error,
788,1,K,Spencer Shrader,Scott Pianowski_error,
789,1,K,Cade York,Scott Pianowski_error,
790,2,K,Justin Tucker,Scott Pianowski_error,5.0
791,2,K,Harrison Butker,Scott Pianowski_error,10.0
792,2,K,Brandon Aubrey,Scott Pianowski_error,3.0
793,2,K,Ka'imi Fairbairn,Scott Pianowski_error,2.0
794,2,K,Jake Elliott,Scott Pianowski_error,17.0
795,2,K,Tyler Bass,Scott Pianowski_error,11.0
796,2,K,Jake Moody,Scott Pianowski_error,21.0
797,2,K,Jason Sanders,Scott Pianowski_error,21.0
798,2,K,Evan McPherson,Scott Pianowski_error,4.0
799,2,K,Chris Boswell,Scott Pianowski_error,6.0
800,2,K,Younghoe Koo,Scott Pianowski_error,3.0
801,2,K,Cameron Dicker,Scott Pianowski_error,2.0
802,2,K,Cairo Santos,Scott Pianowski_error,
803,2,K,Jake Bates,Scott Pianowski_error,
804,2,K,Jason Myers,Scott Pianowski_error,
805,2,K,Blake Grupe,Scott Pianowski_error,
806,2,K,Chase McLaughlin,Scott Pianowski_error,
807,2,K,Joshua Karty,Scott Pianowski_error,
808,2,K,Greg Zuerlein,Scott Pianowski_error,
809,2,K,Dustin Hopkins,Scott Pianowski_error,
810,2,K,Matt Prater,Scott Pianowski_error,
811,2,K,Daniel Carlson,Scott Pianowski_error,
812,2,K,Cam Little,Scott Pianowski_error,
813,2,K,Will Reichard,Scott Pianowski_error,
814,2,K,Wil Lutz,Scott Pianowski_error,
815,2,K,Nick Folk,Scott Pianowski_error,
816,2,K,Eddy Pineiro,Scott Pianowski_error,
817,2,K,Brayden Narveson,Scott Pianowski_error,
818,3,K,Harrison Butker,Scott Pianowski_error,1.0
819,3,K,Jake Moody,Scott Pianowski_error,11.0
820,3,K,Brandon Aubrey,Scott Pianowski_error,5.0
821,3,K,Ka'imi Fairbairn,Scott Pianowski_error,26.0
822,3,K,Justin Tucker,Scott Pianowski_error,15.0
823,3,K,Evan McPherson,Scott Pianowski_error,0.0
824,3,K,Jake Elliott,Scott Pianowski_error,23.0
825,3,K,Blake Grupe,Scott Pianowski_error,6.0
826,3,K,Daniel Carlson,Scott Pianowski_error,15.0
827,3,K,Cameron Dicker,Scott Pianowski_error,8.0
828,3,K,Tyler Bass,Scott Pianowski_error,2.0
829,3,K,Younghoe Koo,Scott Pianowski_error,
830,3,K,Chase McLaughlin,Scott Pianowski_error,
831,3,K,Jake Bates,Scott Pianowski_error,16.0
832,3,K,Cairo Santos,Scott Pianowski_error,
833,3,K,Jason Myers,Scott Pianowski_error,
834,3,K,Dustin Hopkins,Scott Pianowski_error,
835,3,K,Chris Boswell,Scott Pianowski_error,
836,3,K,Matt Prater,Scott Pianowski_error,
837,3,K,Greg Zuerlein,Scott Pianowski_error,
838,3,K,Jason Sanders,Scott Pianowski_error,
839,3,K,Will Reichard,Scott Pianowski_error,
840,3,K,Brayden Narveson,Scott Pianowski_error,
841,3,K,Cam Little,Scott Pianowski_error,
842,3,K,Joshua Karty,Scott Pianowski_error,
843,3,K,Wil Lutz,Scott Pianowski_error,
844,3,K,Matt Gay,Scott Pianowski_error,
845,3,K,Austin Seibert,Scott Pianowski_error,
846,3,K,Eddy Pineiro,Scott Pianowski_error,
847,3,K,Joey Slye,Scott Pianowski_error,
848,3,K,Nick Folk,Scott Pianowski_error,
849,4,K,Brandon Aubrey,Scott Pianowski_error,6.0
850,4,K,Ka'imi Fairbairn,Scott Pianowski_error,19.0
851,4,K,Harrison Butker,Scott Pianowski_error,23.0
852,4,K,Jake Moody,Scott Pianowski_error,1.0
853,4,K,Evan McPherson,Scott Pianowski_error,0.0
854,4,K,Matt Prater,Scott Pianowski_error,25.0
855,4,K,Justin Tucker,Scott Pianowski_error,18.0
856,4,K,Younghoe Koo,Scott Pianowski_error,5.0
857,4,K,Blake Grupe,Scott Pianowski_error,8.0
858,4,K,Chase McLaughlin,Scott Pianowski_error,4.0
859,4,K,Chris Boswell,Scott Pianowski_error,6.0
860,4,K,Jason Myers,Scott Pianowski_error,17.0
861,4,K,Tyler Bass,Scott Pianowski_error,
862,4,K,Jake Elliott,Scott Pianowski_error,
863,4,K,Jake Bates,Scott Pianowski_error,
864,4,K,Dustin Hopkins,Scott Pianowski_error,
865,4,K,Cairo Santos,Scott Pianowski_error,
866,4,K,Daniel Carlson,Scott Pianowski_error,
867,4,K,Will Reichard,Scott Pianowski_error,
868,4,K,Brayden Narveson,Scott Pianowski_error,
869,4,K,Cameron Dicker,Scott Pianowski_error,
870,4,K,Greg Zuerlein,Scott Pianowski_error,
871,4,K,Wil Lutz,Scott Pianowski_error,
872,4,K,Austin Seibert,Scott Pianowski_error,
873,4,K,Jason Sanders,Scott Pianowski_error,
874,4,K,Cam Little,Scott Pianowski_error,
875,4,K,Greg Joseph,Scott Pianowski_error,
876,4,K,Eddy Pineiro,Scott Pianowski_error,
877,4,K,Joshua Karty,Scott Pianowski_error,
878,4,K,Nick Folk,Scott Pianowski_error,
879,4,K,Joey Slye,Scott Pianowski_error,
880,4,K,Matt Gay,Scott Pianowski_error,
881,5,K,Brandon Aubrey,Scott Pianowski_error,11.0
882,5,K,Harrison Butker,Scott Pianowski_error,2.0
883,5,K,Ka'imi Fairbairn,Scott Pianowski_error,0.0
884,5,K,Younghoe Koo,Scott Pianowski_error,3.0
885,5,K,Justin Tucker,Scott Pianowski_error,1.0
886,5,K,Jake Moody,Scott Pianowski_error,12.0
887,5,K,Chase McLaughlin,Scott Pianowski_error,8.0
888,5,K,Evan McPherson,Scott Pianowski_error,16.0
889,5,K,Tyler Bass,Scott Pianowski_error,8.0
890,5,K,Jason Myers,Scott Pianowski_error,1.0
891,5,K,Cairo Santos,Scott Pianowski_error,
892,5,K,Chris Boswell,Scott Pianowski_error,13.0
893,5,K,Dustin Hopkins,Scott Pianowski_error,
894,5,K,Blake Grupe,Scott Pianowski_error,
895,5,K,Austin Seibert,Scott Pianowski_error,0.0
896,5,K,Wil Lutz,Scott Pianowski_error,
897,5,K,Will Reichard,Scott Pianowski_error,
898,5,K,Matt Gay,Scott Pianowski_error,
899,5,K,Greg Zuerlein,Scott Pianowski_error,
900,5,K,Cam Little,Scott Pianowski_error,
901,5,K,Brayden Narveson,Scott Pianowski_error,
902,5,K,Daniel Carlson,Scott Pianowski_error,
903,5,K,Eddy Pineiro,Scott Pianowski_error,
904,5,K,Joshua Karty,Scott Pianowski_error,
905,5,K,Joey Slye,Scott Pianowski_error,
906,5,K,Chad Ryland,Scott Pianowski_error,
907,5,K,Jason Sanders,Scott Pianowski_error,
908,5,K,Greg Joseph,Scott Pianowski_error,
909,6,K,Brandon Aubrey,Scott Pianowski_error,5.0
910,6,K,Younghoe Koo,Scott Pianowski_error,3.0
911,6,K,Ka'imi Fairbairn,Scott Pianowski_error,4.0
912,6,K,Justin Tucker,Scott Pianowski_error,0.0
913,6,K,Chase McLaughlin,Scott Pianowski_error,9.0
914,6,K,Evan McPherson,Scott Pianowski_error,15.0
915,6,K,Chris Boswell,Scott Pianowski_error,5.0
916,6,K,Austin Seibert,Scott Pianowski_error,5.0
917,6,K,Jake Elliott,Scott Pianowski_error,0.0
918,6,K,Jason Myers,Scott Pianowski_error,8.0
919,6,K,Tyler Bass,Scott Pianowski_error,12.0
920,6,K,Cameron Dicker,Scott Pianowski_error,4.0
921,6,K,Greg Joseph,Scott Pianowski_error,
922,6,K,Cairo Santos,Scott Pianowski_error,
923,6,K,Jake Bates,Scott Pianowski_error,
924,6,K,Brayden Narveson,Scott Pianowski_error,
925,6,K,Blake Grupe,Scott Pianowski_error,
926,6,K,Matt Gay,Scott Pianowski_error,
927,6,K,Wil Lutz,Scott Pianowski_error,
928,6,K,Nick Folk,Scott Pianowski_error,
929,6,K,Cam Little,Scott Pianowski_error,
930,6,K,Eddy Pineiro,Scott Pianowski_error,
931,6,K,Chad Ryland,Scott Pianowski_error,
932,6,K,Matthew Wright,Scott Pianowski_error,
933,6,K,Daniel Carlson,Scott Pianowski_error,
934,6,K,Greg Zuerlein,Scott Pianowski_error,
935,6,K,Dustin Hopkins,Scott Pianowski_error,
936,6,K,Joey Slye,Scott Pianowski_error,
937,7,K,Younghoe Koo,Scott Pianowski_error,23.0
938,7,K,Justin Tucker,Scott Pianowski_error,6.0
939,7,K,Ka'imi Fairbairn,Scott Pianowski_error,6.0
940,7,K,Austin Seibert,Scott Pianowski_error,1.0
941,7,K,Evan McPherson,Scott Pianowski_error,17.0
942,7,K,Will Reichard,Scott Pianowski_error,0.0
943,7,K,Chase McLaughlin,Scott Pianowski_error,10.0
944,7,K,Harrison Butker,Scott Pianowski_error,11.0
945,7,K,Jake Elliott,Scott Pianowski_error,10.0
946,7,K,Cameron Dicker,Scott Pianowski_error,11.0
947,7,K,Jake Bates,Scott Pianowski_error,2.0
948,7,K,Jason Myers,Scott Pianowski_error,
949,7,K,Tyler Bass,Scott Pianowski_error,
950,7,K,Matt Gay,Scott Pianowski_error,
951,7,K,Blake Grupe,Scott Pianowski_error,
952,7,K,Chris Boswell,Scott Pianowski_error,
953,7,K,Wil Lutz,Scott Pianowski_error,9.0
954,7,K,Joshua Karty,Scott Pianowski_error,
955,7,K,Jason Sanders,Scott Pianowski_error,
956,7,K,Greg Joseph,Scott Pianowski_error,
957,7,K,Dustin Hopkins,Scott Pianowski_error,
958,7,K,Cam Little,Scott Pianowski_error,
959,7,K,Brandon McManus,Scott Pianowski_error,
960,7,K,Anders Carlson,Scott Pianowski_error,
961,7,K,Eddy Pineiro,Scott Pianowski_error,
962,7,K,Greg Zuerlein,Scott Pianowski_error,
963,7,K,Nick Folk,Scott Pianowski_error,
964,7,K,Daniel Carlson,Scott Pianowski_error,
965,7,K,Joey Slye,Scott Pianowski_error,
966,7,K,Chad Ryland,Scott Pianowski_error,
967,8,K,Will Reichard,Scott Pianowski_error,14.0
968,8,K,Justin Tucker,Scott Pianowski_error,18.0
969,8,K,Ka'imi Fairbairn,Scott Pianowski_error,8.0
970,8,K,Brandon Aubrey,Scott Pianowski_error,18.0
971,8,K,Younghoe Koo,Scott Pianowski_error,16.0
972,8,K,Harrison Butker,Scott Pianowski_error,5.0
973,8,K,Austin Seibert,Scott Pianowski_error,3.0
974,8,K,Evan McPherson,Scott Pianowski_error,12.0
975,8,K,Chase McLaughlin,Scott Pianowski_error,
976,8,K,Wil Lutz,Scott Pianowski_error,16.0
977,8,K,Cameron Dicker,Scott Pianowski_error,8.0
978,8,K,Jake Bates,Scott Pianowski_error,
979,8,K,Chris Boswell,Scott Pianowski_error,6.0
980,8,K,Brandon McManus,Scott Pianowski_error,5.0
981,8,K,Jason Myers,Scott Pianowski_error,
982,8,K,Jake Elliott,Scott Pianowski_error,
983,8,K,Tyler Bass,Scott Pianowski_error,
984,8,K,Cairo Santos,Scott Pianowski_error,
985,8,K,Joshua Karty,Scott Pianowski_error,
986,8,K,Matt Gay,Scott Pianowski_error,
987,8,K,Jason Sanders,Scott Pianowski_error,
988,8,K,Anders Carlson,Scott Pianowski_error,
989,8,K,Chad Ryland,Scott Pianowski_error,
990,8,K,Cam Little,Scott Pianowski_error,
991,8,K,Daniel Carlson,Scott Pianowski_error,
992,8,K,Blake Grupe,Scott Pianowski_error,
993,8,K,Dustin Hopkins,Scott Pianowski_error,
994,8,K,Joey Slye,Scott Pianowski_error,
995,8,K,Greg Zuerlein,Scott Pianowski_error,
996,8,K,Nick Folk,Scott Pianowski_error,
997,8,K,Eddy Pineiro,Scott Pianowski_error,
998,8,K,Greg Joseph,Scott Pianowski_error,
999,9,K,Brandon Aubrey,Scott Pianowski_error,7.0
1000,9,K,Will Reichard,Scott Pianowski_error,23.0
1001,9,K,Younghoe Koo,Scott Pianowski_error,21.0
1002,9,K,Austin Seibert,Scott Pianowski_error,5.0
1003,9,K,Justin Tucker,Scott Pianowski_error,1.0
1004,9,K,Harrison Butker,Scott Pianowski_error,7.0
1005,9,K,Ka'imi Fairbairn,Scott Pianowski_error,3.0
1006,9,K,Cameron Dicker,Scott Pianowski_error,17.0
1007,9,K,Evan McPherson,Scott Pianowski_error,7.0
1008,9,K,Brandon McManus,Scott Pianowski_error,9.0
1009,9,K,Jake Elliott,Scott Pianowski_error,9.0
1010,9,K,Tyler Bass,Scott Pianowski_error,
1011,9,K,Jake Bates,Scott Pianowski_error,7.0
1012,9,K,Chase McLaughlin,Scott Pianowski_error,
1013,9,K,Jason Myers,Scott Pianowski_error,
1014,9,K,Blake Grupe,Scott Pianowski_error,
1015,9,K,Wil Lutz,Scott Pianowski_error,
1016,9,K,Cairo Santos,Scott Pianowski_error,
1017,9,K,Chad Ryland,Scott Pianowski_error,
1018,9,K,Jason Sanders,Scott Pianowski_error,
1019,9,K,Matt Gay,Scott Pianowski_error,
1020,9,K,Joshua Karty,Scott Pianowski_error,
1021,9,K,Dustin Hopkins,Scott Pianowski_error,
1022,9,K,Cam Little,Scott Pianowski_error,
1023,9,K,Daniel Carlson,Scott Pianowski_error,
1024,9,K,Joey Slye,Scott Pianowski_error,
1025,9,K,Riley Patterson,Scott Pianowski_error,
1026,9,K,Eddy Pineiro,Scott Pianowski_error,
1027,9,K,Nick Folk,Scott Pianowski_error,
1028,9,K,Jude McAtamney,Scott Pianowski_error,
1029,10,K,Younghoe Koo,Scott Pianowski_error,19.0
1030,10,K,Justin Tucker,Scott Pianowski_error,22.0
1031,10,K,Cameron Dicker,Scott Pianowski_error,9.0
1032,10,K,Tyler Bass,Scott Pianowski_error,2.0
1033,10,K,Chris Boswell,Scott Pianowski_error,22.0
1034,10,K,Harrison Butker,Scott Pianowski_error,2.0
1035,10,K,Ka'imi Fairbairn,Scott Pianowski_error,3.0
1036,10,K,Brandon Aubrey,Scott Pianowski_error,10.0
1037,10,K,Jake Elliott,Scott Pianowski_error,1.0
1038,10,K,Jake Bates,Scott Pianowski_error,3.0
1039,10,K,Jason Sanders,Scott Pianowski_error,
1040,10,K,Evan McPherson,Scott Pianowski_error,11.0
1041,10,K,Jake Moody,Scott Pianowski_error,
1042,10,K,Joshua Karty,Scott Pianowski_error,10.0
1043,10,K,Matt Gay,Scott Pianowski_error,
1044,10,K,Blake Grupe,Scott Pianowski_error,
1045,10,K,Chad Ryland,Scott Pianowski_error,
1046,10,K,Chase McLaughlin,Scott Pianowski_error,
1047,10,K,Wil Lutz,Scott Pianowski_error,
1048,10,K,Zane Gonzalez,Scott Pianowski_error,
1049,10,K,Cairo Santos,Scott Pianowski_error,
1050,10,K,Cam Little,Scott Pianowski_error,
1051,10,K,Joey Slye,Scott Pianowski_error,
1052,10,K,Nick Folk,Scott Pianowski_error,
1053,10,K,Spencer Shrader,Scott Pianowski_error,
1054,10,K,Eddy Pineiro,Scott Pianowski_error,
1055,11,K,Ka'imi Fairbairn,Scott Pianowski_error,8.0
1056,11,K,Jake Bates,Scott Pianowski_error,1.0
1057,11,K,Cameron Dicker,Scott Pianowski_error,1.0
1058,11,K,Chris Boswell,Scott Pianowski_error,2.0
1059,11,K,Justin Tucker,Scott Pianowski_error,13.0
1060,11,K,Jake Moody,Scott Pianowski_error,15.0
1061,11,K,Tyler Bass,Scott Pianowski_error,12.0
1062,11,K,Younghoe Koo,Scott Pianowski_error,2.0
1063,11,K,Jason Sanders,Scott Pianowski_error,4.0
1064,11,K,Jake Elliott,Scott Pianowski_error,3.0
1065,11,K,Brandon McManus,Scott Pianowski_error,18.0
1066,11,K,Wil Lutz,Scott Pianowski_error,2.0
